Lower layer Super Output Areas Code,Car or van availability (3 categories),Observation
E01000304,No cars or vans in household,196
E01000304,1 or more cars or vans in household,405
E01000305,Does not apply,0
E01000305,No cars or vans in household,297
E01000305,1 or more cars or vans in household,357
E01000306,Does not apply,0
E01000306,No cars or vans in household,257
E01000306,1 or more cars or vans in household,361
E01000307,Does not apply,0
E01000307,No cars or vans in household,193
E01000307,1 or more cars or vans in household,360
E01000308,Does not apply,0
E01000308,No cars or vans in household,426
E01000308,1 or more cars or vans in household,533
E01000309,Does not apply,0
E01000309,No cars or vans in household,210
E01000309,1 or more cars or vans in household,499
E01000310,Does not apply,0
E01000310,No cars or vans in household,362
E01000310,1 or more cars or vans in household,483
E01000311,Does not apply,0
E01000311,No cars or vans in household,124
E01000311,1 or more cars or vans in household,395
E01000312,Does not apply,0
E01000312,No cars or vans in household,260
E01000312,1 or more cars or vans in household,460
E01000313,Does not apply,0
E01000313,No cars or vans in household,320
E01000313,1 or more cars or vans in household,391
E01000314,Does not apply,0
E01000314,No cars or vans in household,297
E01000314,1 or more cars or vans in household,484
E01000315,Does not apply,0
E01000315,No cars or vans in household,200
E01000315,1 or more cars or vans in household,434
E01000316,Does not apply,0
E01000316,No cars or vans in household,287
E01000316,1 or more cars or vans in household,602
E01000317,Does not apply,0
E01000317,No cars or vans in household,202
E01000317,1 or more cars or vans in household,438
E01000318,Does not apply,0
E01000318,No cars or vans in household,112
E01000318,1 or more cars or vans in household,522
E01000319,Does not apply,0
E01000319,No cars or vans in household,92
E01000319,1 or more cars or vans in household,406
E01000320,Does not apply,0
E01000320,No cars or vans in household,243
E01000320,1 or more cars or vans in household,566
E01000321,Does not apply,0
E01000321,No cars or vans in household,334
E01000321,1 or more cars or vans in household,495
E01000322,Does not apply,0
E01000322,No cars or vans in household,273
E01000322,1 or more cars or vans in household,530
E01000323,Does not apply,0
E01000323,No cars or vans in household,519
E01000323,1 or more cars or vans in household,500
E01000324,Does not apply,0
E01000324,No cars or vans in household,153
E01000324,1 or more cars or vans in household,496
E01000325,Does not apply,0
E01000325,No cars or vans in household,58
E01000325,1 or more cars or vans in household,527
E01000326,Does not apply,0
E01000326,No cars or vans in household,92
E01000326,1 or more cars or vans in household,450
E01000327,Does not apply,0
E01000327,No cars or vans in household,88
E01000327,1 or more cars or vans in household,535
E01000328,Does not apply,0
E01000328,No cars or vans in household,92
E01000328,1 or more cars or vans in household,520
E01000329,Does not apply,0
E01000329,No cars or vans in household,136
E01000329,1 or more cars or vans in household,524
E01000330,Does not apply,0
E01000330,No cars or vans in household,257
E01000330,1 or more cars or vans in household,510
E01000331,Does not apply,0
E01000331,No cars or vans in household,132
E01000331,1 or more cars or vans in household,485
E01000332,Does not apply,0
E01000332,No cars or vans in household,127
E01000332,1 or more cars or vans in household,488
E01000333,Does not apply,0
E01000333,No cars or vans in household,228
E01000333,1 or more cars or vans in household,582
E01000334,Does not apply,0
E01000334,No cars or vans in household,119
E01000334,1 or more cars or vans in household,518
E01000335,Does not apply,0
E01000335,No cars or vans in household,321
E01000335,1 or more cars or vans in household,724
E01000336,Does not apply,0
E01000336,No cars or vans in household,346
E01000336,1 or more cars or vans in household,445
E01000337,Does not apply,0
E01000337,No cars or vans in household,196
E01000337,1 or more cars or vans in household,449
E01000338,Does not apply,0
E01000338,No cars or vans in household,170
E01000338,1 or more cars or vans in household,522
E01000339,Does not apply,0
E01000339,No cars or vans in household,86
E01000339,1 or more cars or vans in household,515
E01000340,Does not apply,0
E01000340,No cars or vans in household,112
E01000340,1 or more cars or vans in household,514
E01000341,Does not apply,0
E01000341,No cars or vans in household,90
E01000341,1 or more cars or vans in household,533
E01000342,Does not apply,0
E01000342,No cars or vans in household,93
E01000342,1 or more cars or vans in household,544
E01000343,Does not apply,0
E01000343,No cars or vans in household,77
E01000343,1 or more cars or vans in household,481
E01000344,Does not apply,0
E01000344,No cars or vans in household,114
E01000344,1 or more cars or vans in household,523
E01000345,Does not apply,0
E01000345,No cars or vans in household,49
E01000345,1 or more cars or vans in household,440
E01000346,Does not apply,0
E01000346,No cars or vans in household,74
E01000346,1 or more cars or vans in household,543
E01000347,Does not apply,0
E01000347,No cars or vans in household,143
E01000347,1 or more cars or vans in household,482
E01000348,Does not apply,0
E01000348,No cars or vans in household,28
E01000348,1 or more cars or vans in household,497
E01000349,Does not apply,0
E01000349,No cars or vans in household,72
E01000349,1 or more cars or vans in household,584
E01000350,Does not apply,0
E01000350,No cars or vans in household,52
E01000350,1 or more cars or vans in household,472
E01000351,Does not apply,0
E01000351,No cars or vans in household,72
E01000351,1 or more cars or vans in household,552
E01000352,Does not apply,0
E01000352,No cars or vans in household,133
E01000352,1 or more cars or vans in household,536
E01000353,Does not apply,0
E01000353,No cars or vans in household,86
E01000353,1 or more cars or vans in household,568
E01000354,Does not apply,0
E01000354,No cars or vans in household,145
E01000354,1 or more cars or vans in household,462
E01000355,Does not apply,0
E01000355,No cars or vans in household,87
E01000355,1 or more cars or vans in household,514
E01000356,Does not apply,0
E01000356,No cars or vans in household,116
E01000356,1 or more cars or vans in household,512
E01000357,Does not apply,0
E01000357,No cars or vans in household,45
E01000357,1 or more cars or vans in household,443
E01000358,Does not apply,0
E01000358,No cars or vans in household,126
E01000358,1 or more cars or vans in household,539
E01000359,Does not apply,0
E01000359,No cars or vans in household,68
E01000359,1 or more cars or vans in household,426
E01000360,Does not apply,0
E01000360,No cars or vans in household,252
E01000360,1 or more cars or vans in household,520
E01000361,Does not apply,0
E01000361,No cars or vans in household,78
E01000361,1 or more cars or vans in household,522
E01000362,Does not apply,0
E01000362,No cars or vans in household,193
E01000362,1 or more cars or vans in household,581
E01000363,Does not apply,0
E01000363,No cars or vans in household,62
E01000363,1 or more cars or vans in household,503
E01000364,Does not apply,0
E01000364,No cars or vans in household,85
E01000364,1 or more cars or vans in household,564
E01000365,Does not apply,0
E01000365,No cars or vans in household,225
E01000365,1 or more cars or vans in household,483
E01000366,Does not apply,0
E01000366,No cars or vans in household,146
E01000366,1 or more cars or vans in household,513
E01000367,Does not apply,0
E01000367,No cars or vans in household,189
E01000367,1 or more cars or vans in household,608
E01000368,Does not apply,0
E01000368,No cars or vans in household,153
E01000368,1 or more cars or vans in household,474
E01000369,Does not apply,0
E01000369,No cars or vans in household,92
E01000369,1 or more cars or vans in household,537
E01000370,Does not apply,0
E01000370,No cars or vans in household,126
E01000370,1 or more cars or vans in household,508
E01000371,Does not apply,0
E01000371,No cars or vans in household,101
E01000371,1 or more cars or vans in household,528
E01000372,Does not apply,0
E01000372,No cars or vans in household,148
E01000372,1 or more cars or vans in household,442
E01000373,Does not apply,0
E01000373,No cars or vans in household,131
E01000373,1 or more cars or vans in household,330
E01000374,Does not apply,0
E01000374,No cars or vans in household,120
E01000374,1 or more cars or vans in household,403
E01000375,Does not apply,0
E01000375,No cars or vans in household,136
E01000375,1 or more cars or vans in household,650
E01000376,Does not apply,0
E01000376,No cars or vans in household,110
E01000376,1 or more cars or vans in household,501
E01000377,Does not apply,0
E01000377,No cars or vans in household,114
E01000377,1 or more cars or vans in household,539
E01000379,Does not apply,0
E01000379,No cars or vans in household,129
E01000379,1 or more cars or vans in household,541
E01000380,Does not apply,0
E01000380,No cars or vans in household,248
E01000380,1 or more cars or vans in household,656
E01000381,Does not apply,0
E01000381,No cars or vans in household,140
E01000381,1 or more cars or vans in household,518
E01000382,Does not apply,0
E01000382,No cars or vans in household,56
E01000382,1 or more cars or vans in household,532
E01000383,Does not apply,0
E01000383,No cars or vans in household,82
E01000383,1 or more cars or vans in household,544
E01000384,Does not apply,0
E01000384,No cars or vans in household,216
E01000384,1 or more cars or vans in household,542
E01000385,Does not apply,0
E01000385,No cars or vans in household,191
E01000385,1 or more cars or vans in household,595
E01000386,Does not apply,0
E01000386,No cars or vans in household,243
E01000386,1 or more cars or vans in household,402
E01000387,Does not apply,0
E01000387,No cars or vans in household,74
E01000387,1 or more cars or vans in household,549
E01000388,Does not apply,0
E01000388,No cars or vans in household,96
E01000388,1 or more cars or vans in household,503
E01000389,Does not apply,0
E01000389,No cars or vans in household,165
E01000389,1 or more cars or vans in household,547
